person;distance;unsharedDistance;distanceDetour;time;unsharedTime;timeDetour
31154011251-2;39754.61544884738;13071.84763924075;3.0412391993850103;3308.0;859.2602574955837;3.8498231137112753
32043031571-2;15500.69663703182;11602.384405463194;1.3359923353110965;1767.0;799.8826340008443;2.209074087734395
12086013451-4;8815.34250078781;8225.592170746228;1.071697005856793;1055.0;530.2994602460149;1.9894419645657715
61344051611-4;41474.529940548426;14561.616441728018;2.8482092016720273;3940.0;973.225248887486;4.048394762162095
31157126301-2;4451.852568223858;4451.852568223858;1.0;707.0;410.2694873951226;1.7232575702591841
31124093671-2;20637.558862762246;12176.284850093705;1.694897837627659;2352.0;965.6940698759868;2.435553943395387
31132028191-2;10712.744753970192;10427.171306643886;1.0273874322122574;1350.0;626.4288326153431;2.1550732177568266
31163024251-2;37353.832701330255;16517.945420287986;2.2614091372072713;3233.0;708.2236700941579;4.5649420324657815
31127134051-2;5411.127814857374;5411.127814857374;1.0;1539.0;600.0271516929276;2.5648839317651495
31155052761-2;18031.227292470037;18031.227292470037;1.0;1729.0;1196.4072129586339;1.4451601271479302
31132021231-2;19634.641682918395;11085.210715480149;1.7712465903331214;1899.0;653.62075457299;2.905354499094227
31035018671-2;5256.139135721562;5256.139135721562;1.0;570.0;337.742663060136;1.6876754474412075
31124056951-6;480.0296566116915;480.0296566116915;1.0;380.0;86.38329072689953;4.398998889743257
31237083071-5;45659.9226354438;17600.884538016024;2.594183408045389;3952.0;947.5267685532789;4.170858419160093
31124062011-3;28784.476740958587;8160.445620925167;3.5273167763227167;2870.0;568.5698128999272;5.047753037330427
31047053301-2;8307.224948008376;5884.990984636237;1.4115951867548802;1003.0;395.5421417579379;2.535760148191268
31111016461-2;75520.8752736654;24536.334659789143;3.077920003978068;5796.0;1684.025048051175;3.441754032523077
31111060021-3;56354.45463814474;22406.11826776438;2.515136890945619;5917.0;1613.8028485555058;3.666494953392994
61325027051-2;40478.671841498326;21376.29374900376;1.893624419499046;3884.0;1060.8151043930577;3.6613354993867846
31157101951-2;14280.459897310324;10786.543124842505;1.3239144118768666;1948.0;823.4978379370901;2.3655192646040857
31112007851-2;47449.258931017735;20925.186620338474;2.267566822314449;3512.0;1341.8271521696352;2.6173266760337617
61317060141-2;62392.27218346356;28188.835797169755;2.2133681799561207;4857.0;1663.164668481763;2.920336207258276
81045026012-2;16493.643531456648;16632.2851698353;0.9916643060792334;1817.0;1000.3626576571336;1.8163412899232414
31172014161-2;21125.34258176746;18694.5613694248;1.1300261163826095;2217.0;1446.147445632869;1.5330386999575878
31123023301-3;28997.364011228423;13942.83151912903;2.07973279828026;3113.0;800.2418362228199;3.8900740489818806
31123052061-2;9001.620734531054;9001.620734531054;1.0;1256.0;667.0919265042011;1.8827989818163242
31131013961-3;15626.407796379057;15626.407796379057;1.0;1113.0;689.2875993627924;1.6147106099528061
31144034961-3;6514.098697819067;3261.8378928542847;1.9970638982671447;1260.0;356.1694183210902;3.5376422993848893
13014002492-3;20615.697523030114;15240.882703492935;1.352657711767926;2239.0;1046.7075304665418;2.1390884605578653
31154065131-2;6175.381784795482;5272.441424377999;1.171256594002655;902.0;452.5813555546178;1.9930118395943204
31172033601-3;46089.63994847642;9494.21495829656;4.854497201814542;3646.0;777.5270873540632;4.689225699399612
61342004281-2;12058.92254417397;12032.83822097761;1.0021677614804865;1350.0;805.7735383733797;1.6754087044422603
