"","ind_tripID","StationDist","PC1","Area"
"134","42173004821-3",386.352380359603,-1.12969531862634,"Kanagawa"
"135","42068029583-4",386.352380359603,-1.12969531862634,"Kanagawa"
"136","42174003732-1",386.352380359603,-1.12969531862634,"Kanagawa"
"137","42173004822-1",386.352380359603,-1.12969531862634,"Kanagawa"
"138","42173004821-1",386.352380359603,-1.12969531862634,"Kanagawa"
"139","42174003732-2",386.352380359603,-1.12969531862634,"Kanagawa"
"140","42174002071-1",386.352380359603,-1.12969531862634,"Kanagawa"
"141","42174003191-1",386.352380359603,-1.12969531862634,"Kanagawa"
"142","42173004701-1",386.352380359603,-1.12969531862634,"Kanagawa"
"143","42173001922-1",386.352380359603,-1.12969531862634,"Kanagawa"
"144","42173004923-1",386.352380359603,-1.12969531862634,"Kanagawa"
"145","42173004922-3",386.352380359603,-1.12969531862634,"Kanagawa"
"146","42173003741-1",386.352380359603,-1.12969531862634,"Kanagawa"
"147","42173003781-1",386.352380359603,-1.12969531862634,"Kanagawa"
"148","42174004691-1",386.352380359603,-1.12969531862634,"Kanagawa"
"149","42173003822-1",386.352380359603,-1.12969531862634,"Kanagawa"
"150","42173003761-1",386.352380359603,-1.12969531862634,"Kanagawa"
"151","42173001921-1",386.352380359603,-1.12969531862634,"Kanagawa"
"152","42174002073-2",386.352380359603,-1.12969531862634,"Kanagawa"
"153","42174004692-1",386.352380359603,-1.12969531862634,"Kanagawa"
"154","42173004823-1",386.352380359603,-1.12969531862634,"Kanagawa"
"155","42174003731-1",386.352380359603,-1.12969531862634,"Kanagawa"
"156","42174002432-4",386.352380359603,-1.12969531862634,"Kanagawa"
"157","43637001481-2",386.352380359603,-1.12969531862634,"Kanagawa"
"158","43667002361-2",386.352380359603,-1.12969531862634,"Kanagawa"
"159","42063037721-2",386.352380359603,-1.12969531862634,"Kanagawa"
"160","42173003721-1",386.352380359603,-1.12969531862634,"Kanagawa"
"161","42173003821-1",386.352380359603,-1.12969531862634,"Kanagawa"
"162","42174002431-6",386.352380359603,-1.12969531862634,"Kanagawa"
"163","42174001651-1",386.352380359603,-1.12969531862634,"Kanagawa"
"164","42177005871-1",386.352380359603,-1.12969531862634,""
"165","42177005751-2",927.392033916479,-2.22475461595642,"Kanagawa"
"166","43663001912-4",927.392033916479,-2.22475461595642,"Kanagawa"
"167","42173003442-3",927.392033916479,-2.22475461595642,"Kanagawa"
"168","42174002752-2",927.392033916479,-2.22475461595642,"Kanagawa"
"169","43633000801-2",927.392033916479,-2.22475461595642,"Kanagawa"
"170","42173004661-4",927.392033916479,-2.22475461595642,"Kanagawa"
"171","42174000992-1",304.442443757702,-1.01996294264479,"Kanagawa"
"172","42174003053-1",304.442443757702,-1.01996294264479,"Kanagawa"
"173","42174003031-1",304.442443757702,-1.01996294264479,"Kanagawa"
"174","42174000892-2",304.442443757702,-1.01996294264479,"Kanagawa"
"175","42177005852-1",304.442443757702,-1.01996294264479,"Kanagawa"
"176","42174003171-1",304.442443757702,-1.01996294264479,"Tokyo"
"177","42173002181-2",304.442443757702,-1.01996294264479,"Kanagawa"
"178","42174000892-4",304.442443757702,-1.01996294264479,"Kanagawa"
"179","43664000921-4",304.442443757702,-1.01996294264479,"Kanagawa"
"180","42174003172-2",304.442443757702,-1.01996294264479,"Kanagawa"
"181","42062020042-5",304.442443757702,-1.01996294264479,"Kanagawa"
"182","42173002221-2",304.442443757702,-1.01996294264479,"Kanagawa"
"183","42174002972-3",304.442443757702,-1.01996294264479,"Kanagawa"
"184","42177005451-2",304.442443757702,-1.01996294264479,"Kanagawa"
"185","42174002991-3",304.442443757702,-1.01996294264479,"Kanagawa"
"186","42174000994-1",304.442443757702,-1.01996294264479,"Kanagawa"
"187","42174003174-1",304.442443757702,-1.01996294264479,"Kanagawa"
"188","43664000921-7",304.442443757702,-1.01996294264479,"Kanagawa"
"189","42063037492-4",304.442443757702,-1.01996294264479,"Kanagawa"
"190","42173003002-1",304.442443757702,-1.01996294264479,"Kanagawa"
"191","42177005854-1",304.442443757702,-1.01996294264479,""
"192","42174004651-4",304.442443757702,-1.01996294264479,"Kanagawa"
"193","42173000821-1",304.442443757702,-1.01996294264479,"Kanagawa"
"194","43664000921-6",304.442443757702,-1.01996294264479,"Kanagawa"
"195","42174003151-1",304.442443757702,-1.01996294264479,"Kanagawa"
"196","42063037492-5",304.442443757702,-1.01996294264479,"Kanagawa"
"197","42174000991-1",304.442443757702,-1.01996294264479,"Kanagawa"
"198","42173003001-1",304.442443757702,-1.01996294264479,"Kanagawa"
"199","42173002321-1",304.442443757702,-1.01996294264479,"Tokyo"
"200","42174000993-1",304.442443757702,-1.01996294264479,"Kanagawa"
"201","42173003042-1",304.442443757702,-1.01996294264479,"Tokyo"
"202","42177005504-4",304.442443757702,-1.01996294264479,"Kanagawa"
"203","42173000141-2",304.442443757702,-1.01996294264479,"Kanagawa"
"204","42174002491-2",304.442443757702,-1.01996294264479,"Kanagawa"
"205","42173003041-1",304.442443757702,-1.01996294264479,"Kanagawa"
"206","43664000921-10",304.442443757702,-1.01996294264479,"Kanagawa"
"207","42174003173-2",304.442443757702,-1.01996294264479,"Kanagawa"
"208","43624001662-4",304.442443757702,-1.01996294264479,"Kanagawa"
"209","42174003172-1",304.442443757702,-1.01996294264479,"Kanagawa"
"210","42177006151-4",543.634889554632,-1.35896438541764,"Kanagawa"
"211","42062002501-2",543.634889554632,-1.35896438541764,"Kanagawa"
"212","42173004863-1",543.634889554632,-1.35896438541764,"Kanagawa"
"213","43664002001-6",543.634889554632,-1.35896438541764,"Kanagawa"
"214","42063032282-4",543.634889554632,-1.35896438541764,"Kanagawa"
"215","42177006121-1",543.634889554632,-1.35896438541764,"Kanagawa"
"216","43663001651-2",543.634889554632,-1.35896438541764,"Kanagawa"
"217","43664001581-2",543.634889554632,-1.35896438541764,"Kanagawa"
"218","43844001991-2",543.634889554632,-1.35896438541764,""
"219","42174004651-3",543.634889554632,-1.35896438541764,"Kanagawa"
"220","42174004991-1",543.634889554632,-1.35896438541764,"Kanagawa"
"221","42174004551-1",543.634889554632,-1.35896438541764,"Kanagawa"
"222","51027072361-2",543.634889554632,-1.35896438541764,"Kanagawa"
"223","42174003151-2",543.634889554632,-1.35896438541764,"Kanagawa"
"224","42173004601-1",543.634889554632,-1.35896438541764,"Kanagawa"
"225","42037038313-2",543.634889554632,-1.35896438541764,"Kanagawa"
"226","42063033262-2",543.634889554632,-1.35896438541764,"Kanagawa"
"227","42173004861-1",543.634889554632,-1.35896438541764,"Kanagawa"
"228","42063033261-2",543.634889554632,-1.35896438541764,"Kanagawa"
"229","42173003081-2",543.634889554632,-1.35896438541764,"Kanagawa"
"230","42173000141-3",543.634889554632,-1.35896438541764,"Kanagawa"
"231","42173004862-1",543.634889554632,-1.35896438541764,"Kanagawa"
"232","43623000733-2",543.634889554632,-1.35896438541764,"Kanagawa"
"233","42125002141-3",543.634889554632,-1.35896438541764,"Kanagawa"
"234","61351023032-2",543.634889554632,-1.35896438541764,"Kanagawa"
"235","42141005221-2",543.634889554632,-1.35896438541764,"Kanagawa"
"236","42173004661-1",543.634889554632,-1.35896438541764,"Kanagawa"
"237","42173004963-1",543.634889554632,-1.35896438541764,"Kanagawa"
"238","43627002331-2",543.634889554632,-1.35896438541764,"Kanagawa"
"239","42173004661-3",543.634889554632,-1.35896438541764,"Kanagawa"
"240","42173004741-1",543.634889554632,-1.35896438541764,"Kanagawa"
"241","42173004581-1",543.634889554632,-1.35896438541764,"Kanagawa"
"242","42173004924-2",543.634889554632,-1.35896438541764,"Kanagawa"
"243","42177006152-1",543.634889554632,-1.35896438541764,"Kanagawa"
"244","42174002431-3",543.634889554632,-1.35896438541764,"Kanagawa"
"245","42063037741-3",543.634889554632,-1.35896438541764,"Kanagawa"
"246","43643000381-2",543.634889554632,-1.35896438541764,"Kanagawa"
"247","42173004661-5",543.634889554632,-1.35896438541764,"Kanagawa"
"248","42157017461-2",543.634889554632,-1.35896438541764,"Kanagawa"
"249","42177006151-1",543.634889554632,-1.35896438541764,"Kanagawa"
"250","42142002613-2",543.634889554632,-1.35896438541764,"Kanagawa"
"251","42173002563-2",543.634889554632,-1.35896438541764,"Kanagawa"
"252","42114003322-2",543.634889554632,-1.35896438541764,"Kanagawa"
"253","43844002451-2",1442.89965436771,-2.57880303183366,""
"254","42173003102-1",1442.89965436771,-2.57880303183366,"Kanagawa"
"255","42173003101-1",1442.89965436771,-2.57880303183366,"Kanagawa"
"256","42174001112-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"257","43663000032-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"258","42173001301-1",1146.58943614661,-2.1167424261078,"Kanagawa"
"259","42062018923-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"260","42063028482-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"261","43667002451-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"262","42127032632-6",1146.58943614661,-2.1167424261078,"Kanagawa"
"263","42173004182-1",1146.58943614661,-2.1167424261078,"Kanagawa"
"264","43664000201-7",1146.58943614661,-2.1167424261078,"Kanagawa"
"265","42173001122-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"266","42063032953-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"267","42174001271-1",1146.58943614661,-2.1167424261078,"Kanagawa"
"268","43844003715-2",1146.58943614661,-2.1167424261078,""
"269","43664000201-5",1146.58943614661,-2.1167424261078,"Kanagawa"
"270","43663001212-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"271","42177006201-1",1146.58943614661,-2.1167424261078,"Kanagawa"
"272","42173004181-1",1146.58943614661,-2.1167424261078,"Tokyo"
"273","42173004161-1",1146.58943614661,-2.1167424261078,"Kanagawa"
"274","42177005503-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"275","42174000994-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"276","42173004182-4",1146.58943614661,-2.1167424261078,"Kanagawa"
"277","42173001123-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"278","42173001122-5",1146.58943614661,-2.1167424261078,"Kanagawa"
"279","42173001221-1",1146.58943614661,-2.1167424261078,"Kanagawa"
"280","42067026355-2",1146.58943614661,-2.1167424261078,"Kanagawa"
"281","43624001364-2",1466.89902003288,-1.73461130314307,"Kanagawa"
"282","42063037492-2",1466.89902003288,-1.73461130314307,"Kanagawa"
"283","43664001682-1",1466.89902003288,-1.73461130314307,"Kanagawa"
"284","43664001704-1",1466.89902003288,-1.73461130314307,"Kanagawa"
"285","42068030752-10",1466.89902003288,-1.73461130314307,"Kanagawa"
"286","43667002452-2",1466.89902003288,-1.73461130314307,"Kanagawa"
"287","42068029582-6",1466.89902003288,-1.73461130314307,"Kanagawa"
"288","43667002421-1",1466.89902003288,-1.73461130314307,"Kanagawa"
"289","43664000921-11",1466.89902003288,-1.73461130314307,"Kanagawa"
"290","43664002002-1",1466.89902003288,-1.73461130314307,"Kanagawa"
"291","43664001462-3",1466.89902003288,-1.73461130314307,"Kanagawa"
"292","42174000692-5",1466.89902003288,-1.73461130314307,"Kanagawa"
"293","42174004012-3",1466.89902003288,-1.73461130314307,"Kanagawa"
"294","42063037492-3",1466.89902003288,-1.73461130314307,"Kanagawa"
"295","43663000372-3",1466.89902003288,-1.73461130314307,"Kanagawa"
"296","43664002001-1",1466.89902003288,-1.73461130314307,"Kanagawa"
"297","43663001651-4",1466.89902003288,-1.73461130314307,"Kanagawa"
"298","43663002032-2",1466.89902003288,-1.73461130314307,"Kanagawa"
"299","42173000361-2",1466.89902003288,-1.73461130314307,"Kanagawa"
"300","43663000371-3",1466.89902003288,-1.73461130314307,"Kanagawa"
"301","43664001701-1",1466.89902003288,-1.73461130314307,"Kanagawa"
"302","42173000362-2",1466.89902003288,-1.73461130314307,"Kanagawa"
"303","42173004821-4",1466.89902003288,-1.73461130314307,"Kanagawa"
"304","43663001712-2",1466.89902003288,-1.73461130314307,"Kanagawa"
"305","42062021862-3",899.872692269524,-2.04700464055729,"Kanagawa"
"306","42063035261-2",899.872692269524,-2.04700464055729,"Kanagawa"
"307","42062021401-4",899.872692269524,-2.04700464055729,"Kanagawa"
"308","42163006481-2",899.872692269524,-2.04700464055729,"Kanagawa"
"309","42062021864-1",899.872692269524,-2.04700464055729,"Kanagawa"
"310","42062021865-1",899.872692269524,-2.04700464055729,"Kanagawa"
"311","42062021863-1",899.872692269524,-2.04700464055729,"Tokyo"
"312","42062021862-1",899.872692269524,-2.04700464055729,""
"313","42173000901-2",899.872692269524,-2.04700464055729,"Kanagawa"
"314","42063034501-4",984.255567704473,-1.1654685965129,"Kanagawa"
"315","42063031343-1",984.255567704473,-1.1654685965129,"Kanagawa"
"316","42174000694-2",984.255567704473,-1.1654685965129,"Kanagawa"
"317","42063031342-1",984.255567704473,-1.1654685965129,"Kanagawa"
"318","42062011341-1",984.255567704473,-1.1654685965129,"Kanagawa"
"319","42062021602-1",984.255567704473,-1.1654685965129,"Kanagawa"
"320","43843000606-2",984.255567704473,-1.1654685965129,""
"321","42062010123-2",984.255567704473,-1.1654685965129,"Kanagawa"
"322","42062001122-2",984.255567704473,-1.1654685965129,"Kanagawa"
"323","42113014273-2",984.255567704473,-1.1654685965129,"Kanagawa"
"324","42062011401-1",984.255567704473,-1.1654685965129,"Kanagawa"
"325","43663000531-2",984.255567704473,-1.1654685965129,"Kanagawa"
"326","43844003093-4",984.255567704473,-1.1654685965129,""
"327","43664002001-5",984.255567704473,-1.1654685965129,"Kanagawa"
"328","42073035303-2",984.255567704473,-1.1654685965129,"Kanagawa"
"329","42034026631-2",984.255567704473,-1.1654685965129,"Kanagawa"
"330","42067026631-1",984.255567704473,-1.1654685965129,"Kanagawa"
"331","42174002433-2",984.255567704473,-1.1654685965129,"Kanagawa"
"332","42063032284-2",984.255567704473,-1.1654685965129,"Kanagawa"
"333","42067026632-1",984.255567704473,-1.1654685965129,"Kanagawa"
"334","42063031272-1",984.255567704473,-1.1654685965129,"Kanagawa"
"335","42062021865-2",984.255567704473,-1.1654685965129,"Kanagawa"
"336","42174003174-2",984.255567704473,-1.1654685965129,"Kanagawa"
"337","42068030081-11",984.255567704473,-1.1654685965129,"Kanagawa"
"338","43633000446-2",984.255567704473,-1.1654685965129,"Kanagawa"
"339","42034004153-2",984.255567704473,-1.1654685965129,"Kanagawa"
"340","42062011402-1",984.255567704473,-1.1654685965129,"Kanagawa"
"341","42068030421-2",984.255567704473,-1.1654685965129,"Kanagawa"
"342","42057060303-2",984.255567704473,-1.1654685965129,"Kanagawa"
"343","43664002001-2",984.255567704473,-1.1654685965129,"Kanagawa"
"344","42063031273-1",984.255567704473,-1.1654685965129,"Kanagawa"
"345","42062011401-4",984.255567704473,-1.1654685965129,"Kanagawa"
"346","42062007604-2",984.255567704473,-1.1654685965129,"Kanagawa"
"347","42114013303-2",984.255567704473,-1.1654685965129,"Kanagawa"
"348","42037037473-2",984.255567704473,-1.1654685965129,"Kanagawa"
"349","42037037474-2",984.255567704473,-1.1654685965129,"Kanagawa"
"350","42063031344-1",984.255567704473,-1.1654685965129,"Kanagawa"
"351","42062011381-1",984.255567704473,-1.1654685965129,"Tokyo"
"352","42125000865-2",984.255567704473,-1.1654685965129,"Kanagawa"
"353","42062009121-1",984.255567704473,-1.1654685965129,"Kanagawa"
"354","42067026131-3",169.134442077352,1.73595333467626,"Kanagawa"
"355","42063037821-1",169.134442077352,1.73595333467626,"Tokyo"
"356","51105045315-2",169.134442077352,1.73595333467626,"Kanagawa"
"357","42063037043-1",169.134442077352,1.73595333467626,""
"358","42063037042-1",169.134442077352,1.73595333467626,""
"359","42067027061-2",169.134442077352,1.73595333467626,"Kanagawa"
"360","42173002002-2",169.134442077352,1.73595333467626,"Kanagawa"
"361","42062023984-1",169.134442077352,1.73595333467626,"Kanagawa"
"362","42063037041-5",169.134442077352,1.73595333467626,"Kanagawa"
"363","91532016361-4",169.134442077352,1.73595333467626,"Kanagawa"
"364","42063027351-1",169.134442077352,1.73595333467626,"Kanagawa"
"365","61357056642-2",169.134442077352,1.73595333467626,"Kanagawa"
"366","43827002101-4",169.134442077352,1.73595333467626,""
"367","42062021041-3",169.134442077352,1.73595333467626,"Kanagawa"
"368","42062019522-4",169.134442077352,1.73595333467626,"Kanagawa"
"369","42063037043-3",169.134442077352,1.73595333467626,"Kanagawa"
"370","42062023781-3",169.134442077352,1.73595333467626,"Kanagawa"
"371","42063037641-1",169.134442077352,1.73595333467626,"Kanagawa"
"372","42063033384-2",169.134442077352,1.73595333467626,"Kanagawa"
"373","42063030901-2",169.134442077352,1.73595333467626,"Kanagawa"
"374","42062008862-2",169.134442077352,1.73595333467626,"Kanagawa"
"375","42062003522-3",169.134442077352,1.73595333467626,"Kanagawa"
"376","42033020101-2",169.134442077352,1.73595333467626,"Kanagawa"
"377","51142008302-2",169.134442077352,1.73595333467626,"Kanagawa"
"378","42062000201-1",169.134442077352,1.73595333467626,"Kanagawa"
"379","42063037044-1",169.134442077352,1.73595333467626,"Kanagawa"
"380","42063037781-2",169.134442077352,1.73595333467626,"Kanagawa"
"381","42063037723-2",169.134442077352,1.73595333467626,"Kanagawa"
"382","43614000811-2",169.134442077352,1.73595333467626,"Kanagawa"
"383","42062025864-2",169.134442077352,1.73595333467626,"Kanagawa"
"384","42063037642-2",169.134442077352,1.73595333467626,"Kanagawa"
"385","42063037751-3",169.134442077352,1.73595333467626,"Kanagawa"
"386","42063038581-6",169.134442077352,1.73595333467626,"Kanagawa"
"387","42062020221-2",169.134442077352,1.73595333467626,"Kanagawa"
"388","51027065992-2",169.134442077352,1.73595333467626,"Kanagawa"
"389","42068030081-1",169.134442077352,1.73595333467626,"Kanagawa"
"390","42062021862-4",169.134442077352,1.73595333467626,"Kanagawa"
"391","43664001445-2",169.134442077352,1.73595333467626,"Kanagawa"
"392","42063028071-4",169.134442077352,1.73595333467626,"Kanagawa"
"393","42063038891-3",169.134442077352,1.73595333467626,"Kanagawa"
"394","42063036891-6",169.134442077352,1.73595333467626,"Kanagawa"
"395","42063037042-4",169.134442077352,1.73595333467626,"Kanagawa"
"396","42063026402-2",169.134442077352,1.73595333467626,"Kanagawa"
"397","42063037103-3",169.134442077352,1.73595333467626,"Kanagawa"
"398","42164006632-2",169.134442077352,1.73595333467626,"Kanagawa"
"399","42062001224-2",169.134442077352,1.73595333467626,"Kanagawa"
"400","42067027251-1",169.134442077352,1.73595333467626,"Kanagawa"
"401","42063037041-1",169.134442077352,1.73595333467626,"Kanagawa"
"402","42063037761-1",169.134442077352,1.73595333467626,"Kanagawa"
